Condition,BlockType,FromSeq,LatinBalance,TLeft,TRight,NumRotations,CLine,NCLine,TimeToComplete
D,I,1,1,3,2,2,0,0,8.131011
D,T,1,1,0,0,0,0,0,16.21999
D,I,1,1,0,2,0,0,0,24.3082
D,O,1,1,3,0,0,0,0,32.41086
D,S,1,1,0,1,1,0,0,40.16445
D,O,1,1,0,4,0,0,0,47.54233
D,I,1,1,5,0,3,0,0,55.21193
D,T,1,1,1,0,3,1,1,64.11101
D,Z,1,1,0,1,2,1,2,73.81538
D,S,1,1,1,0,7,0,2,81.51362
D,Z,1,1,0,2,1,0,2,89.21218
D,J,1,1,1,2,3,0,2,96.49365
D,I,1,1,0,4,1,0,2,103.3728
D,L,1,1,0,1,3,0,2,110.2471
D,S,1,1,2,0,1,0,2,117.1261
D,T,1,1,0,4,3,0,2,123.2919
D,O,1,1,1,2,0,0,2,129.3915
D,J,1,1,0,4,3,0,2,134.7235
D,J,1,1,2,0,1,0,2,140.8481
D,T,1,1,4,0,1,0,2,146.5137
D,S,1,1,1,0,5,0,2,151.8307
D,J,1,1,0,2,3,0,2,157.1514
D,T,1,1,0,0,0,0,2,162.0384
D,Z,1,1,2,0,3,0,2,166.4795
D,J,1,1,0,3,1,0,2,170.5171
D,I,1,1,0,2,1,0,2,174.1496
D,T,1,1,0,0,1,0,2,177.7839
D,S,1,1,0,2,1,0,2,181.4323
D,T,1,1,0,0,2,0,2,183.8687
D,O,1,1,0,1,0,0,2,185.888
D,L,1,1,2,0,1,0,2,189.1318
D,J,1,1,0,0,0,0,2,190.3849
D,I,1,1,0,0,0,0,2,191.5933
D,L,1,1,0,0,0,0,2,199.6833
D,I,2,1,0,4,1,0,0,7.612277
D,S,2,1,0,5,1,0,0,14.10069
D,T,2,1,0,3,0,0,0,22.27374
D,J,2,1,2,0,0,0,0,30.38965
D,L,2,1,1,2,2,0,0,37.67601
D,O,2,1,4,0,0,0,0,45.80049
D,T,2,1,3,0,0,0,0,53.07943
D,Z,2,1,1,2,1,0,0,60.7508
D,L,2,1,0,1,0,0,0,67.64466
D,J,2,1,0,0,2,0,0,74.50591
D,L,2,1,1,0,3,0,0,80.96795
D,T,2,1,4,0,1,0,0,86.63605
D,S,2,1,2,0,1,0,0,92.2993
D,O,2,1,1,4,0,0,0,97.59273
D,T,2,1,2,1,1,0,0,103.2578
D,L,2,1,0,1,1,0,0,108.1162
D,Z,2,1,2,0,1,0,0,112.1656
D,I,2,1,1,4,1,0,0,116.2044
D,O,2,1,0,0,0,0,0,119.4349
D,I,2,1,5,0,1,0,0,123.8748
D,O,2,1,1,2,0,0,0,128.3425
D,L,2,1,2,0,1,0,0,132.3833
D,Z,2,1,0,2,1,0,0,135.6116
D,L,2,1,3,0,1,0,0,138.4387
D,J,2,1,3,0,0,0,0,140.928
D,I,2,1,0,1,2,0,0,143.7588
D,L,2,1,1,1,0,0,0,146.1786
D,O,2,1,3,0,0,0,0,148.1939
D,L,2,1,0,0,0,0,0,149.4069
D,O,2,1,0,0,0,0,0,157.4964
D,S,8,1,3,1,3,0,0,8.033651
D,T,8,1,2,1,0,0,0,16.10742
D,S,8,1,2,0,1,0,0,23.77888
D,Z,8,1,2,1,3,0,0,31.07619
D,T,8,1,0,4,0,0,0,39.17658
D,O,8,1,0,1,0,0,0,47.25139
D,J,8,1,1,4,3,0,0,54.92253
D,S,8,1,1,3,3,0,0,61.79999
D,Z,8,1,1,3,3,0,0,68.73174
D,O,8,1,4,0,0,0,0,75.21989
D,S,8,1,1,1,3,0,0,81.6804
D,Z,8,1,3,1,1,0,0,87.34541
D,O,8,1,4,0,0,0,0,93.0409
D,L,8,1,1,0,2,0,0,97.48143
D,S,8,1,0,5,1,0,0,104.3722
D,Z,8,1,0,1,1,0,0,110.4425
D,L,8,1,0,1,2,0,0,114.0896
D,I,8,1,4,0,1,0,0,117.7515
D,T,8,1,0,1,1,0,0,120.9812
D,Z,8,1,0,3,1,0,0,126.6885
D,S,8,1,0,3,0,0,0,128.7094
D,L,8,1,2,0,0,0,0,131.1302
D,T,8,1,2,0,0,0,0,133.1484
D,T,8,1,0,1,0,0,0,134.3603
D,S,8,1,0,1,0,0,0,135.5711
D,J,8,1,0,0,0,0,0,143.6735
D,I,3,1,1,3,0,0,0,8.423538
D,T,3,1,1,1,0,0,0,16.55399
D,O,3,1,4,1,0,0,0,24.65599
D,Z,3,1,2,2,2,0,0,32.75791
D,J,3,1,3,0,2,0,0,40.85978
D,I,3,1,5,0,1,0,0,48.53242
D,Z,3,1,0,3,0,1,1,57.85843
D,J,3,1,1,1,2,0,1,65.93517
D,T,3,1,2,0,0,0,1,73.24413
D,J,3,1,5,0,1,0,1,80.14954
D,S,3,1,2,2,3,0,1,87.03964
D,I,3,1,5,0,1,0,1,93.09636
D,J,3,1,4,0,2,0,1,98.74674
D,Z,3,1,0,3,5,0,1,106.0439
D,I,3,1,0,2,1,0,1,112.9461
D,L,3,1,0,2,0,0,1,119.8394
D,O,3,1,0,0,0,1,2,127.9297
D,S,3,1,3,1,0,0,2,133.1779
D,Z,3,1,2,1,0,0,2,139.3031
D,J,3,1,1,4,2,0,2,146.1951
D,L,3,1,0,4,2,0,2,151.8453
D,O,3,1,1,0,0,0,2,157.1101
D,S,3,1,1,2,1,0,2,162.0778
D,Z,3,1,1,3,2,0,2,167.7319
D,L,3,1,2,0,2,0,2,171.8658
D,I,3,1,2,0,1,0,2,175.9037
D,L,3,1,0,3,0,0,2,179.9683
D,T,3,1,0,3,1,0,2,183.2545
D,S,3,1,2,0,1,0,2,186.903
D,O,3,1,0,0,1,0,2,190.5361
D,J,3,1,0,1,1,0,2,192.6225
D,T,3,1,2,1,0,0,2,195.451
D,J,3,1,3,0,0,0,2,197.4701
D,T,3,1,1,0,0,0,2,199.0959
D,J,3,1,0,0,0,0,2,200.3093
D,T,3,1,3,1,8,0,2,208.5771
D,I,3,1,0,4,1,0,2,216.2629
D,J,3,1,0,2,1,0,2,224.382
D,O,3,1,0,1,0,0,2,232.4704
D,L,3,1,0,0,3,0,2,240.1836
D,S,3,1,3,0,3,0,2,247.4642
D,O,3,1,2,0,0,0,2,254.3547
D,I,3,1,1,0,1,0,2,262.0537
D,J,3,1,0,3,3,1,3,271.3417
D,Z,3,1,3,0,3,0,3,278.2045
D,L,3,1,3,0,5,0,3,283.4536
D,O,3,1,3,0,1,0,3,289.1469
D,I,3,1,2,0,1,0,3,295.2024
D,L,3,1,0,0,2,0,3,299.643
D,I,3,1,1,0,1,0,3,306.1042
D,S,3,1,0,4,3,0,3,312.9683
D,T,3,1,0,4,3,0,3,319.091
D,Z,3,1,0,3,1,0,3,324.3669
D,O,3,1,1,3,0,0,3,330.021
D,S,3,1,0,4,0,0,3,334.8817
D,I,3,1,1,1,1,0,3,342.2865
D,Z,3,1,0,1,1,0,3,346.7401
D,O,3,1,0,4,0,0,3,350.7908
D,T,3,1,2,0,1,0,3,354.4289
D,Z,3,1,1,2,0,0,3,357.6551
D,L,3,1,2,0,1,0,3,360.1051
D,L,3,1,1,2,0,0,3,362.5273
D,T,3,1,0,3,0,0,3,364.9897
D,Z,3,1,3,0,0,0,3,366.6206
D,O,3,1,1,2,0,0,3,368.2386
D,S,3,1,0,0,0,0,3,369.4484
D,T,3,1,0,0,0,0,3,377.5771
B,L,7,1,3,0,1,0,0,7.420105
B,I,7,1,4,0,1,0,0,14.71511
B,S,7,1,0,5,5,0,0,22.80405
B,I,7,1,1,2,2,0,0,31.31102
B,J,7,1,3,0,3,0,0,37.79812
B,S,7,1,0,5,1,0,0,45.07996
B,Z,7,1,0,3,4,0,0,51.53777
B,O,7,1,1,0,0,0,0,59.62825
B,T,7,1,1,3,0,0,0,67.2993
B,I,7,1,2,0,1,0,0,74.20117
B,S,7,1,1,3,0,0,0,81.48484
B,Z,7,1,0,3,2,0,0,87.13741
B,I,7,1,1,0,1,0,0,93.63718
B,Z,7,1,4,0,3,0,0,99.0388
B,T,7,1,0,1,1,0,0,105.0964
B,S,7,1,3,0,1,0,0,109.5517
B,Z,7,1,1,0,3,0,0,115.2041
B,J,7,1,0,3,2,0,0,120.4945
B,T,7,1,0,1,1,0,0,125.3384
B,I,7,1,0,4,1,0,0,128.9712
B,Z,7,1,0,3,1,0,0,132.2026
B,O,7,1,0,3,0,0,0,136.2665
B,Z,7,1,0,1,0,0,0,139.5263
B,T,7,1,2,2,0,0,0,141.9622
B,L,7,1,2,0,0,0,0,145.207
B,O,7,1,0,3,0,0,0,147.628
B,J,7,1,0,2,0,0,0,149.2707
B,L,7,1,2,1,0,0,0,150.8862
B,O,7,1,3,0,0,0,0,152.0976
B,I,7,1,3,0,0,0,0,153.3233
B,T,7,1,0,0,0,0,0,161.4259
B,J,4,1,1,4,1,0,0,7.785723
B,S,4,1,0,4,0,0,0,15.85905
B,I,4,1,0,4,1,0,0,22.45531
B,T,4,1,2,2,0,0,0,30.56163
B,O,4,1,4,0,0,0,0,38.69156
B,I,4,1,3,0,1,0,0,46.36292
B,S,4,1,0,5,1,1,1,53.26825
B,I,4,1,0,3,1,0,1,60.57691
B,J,4,1,4,0,3,0,1,68.2886
B,Z,4,1,0,3,3,0,1,73.16268
B,T,4,1,6,2,1,0,1,79.25983
B,L,4,1,0,3,1,0,1,86.58085
B,I,4,1,2,0,1,0,1,94.25781
B,S,4,1,0,1,1,0,1,102.3708
B,L,4,1,0,3,1,0,1,108.4682
B,Z,4,1,4,0,1,0,1,114.1341
B,O,4,1,0,0,1,0,1,121.0112
B,Z,4,1,5,0,1,0,1,126.2746
B,T,4,1,0,0,0,0,1,132.3307
B,L,4,1,2,0,2,0,1,136.0623
B,O,4,1,0,3,0,0,1,140.0995
B,Z,4,1,5,1,0,0,1,143.7471
B,L,4,1,1,2,0,0,1,149.0911
B,O,4,1,1,0,0,0,1,153.9363
B,J,4,1,0,3,1,0,1,156.7644
B,L,4,1,2,0,0,0,1,159.5903
B,I,4,1,0,1,1,0,1,164.461
B,J,4,1,1,1,2,0,1,168.5132
B,Z,4,1,0,2,0,0,1,170.9335
B,S,4,1,3,0,1,0,1,172.955
B,J,4,1,0,1,0,0,1,174.5852
B,T,4,1,0,2,0,0,1,175.7956
B,Z,4,1,0,0,0,0,1,183.8705
B,S,6,1,1,3,5,0,0,7.93349
B,T,6,1,3,2,4,0,0,16.01022
B,S,6,1,0,0,1,0,0,23.68074
B,I,6,1,0,4,1,0,0,31.35126
B,O,6,1,0,3,0,0,0,39.46855
B,J,6,1,1,3,1,0,0,46.76369
B,S,6,1,2,0,4,0,0,54.83835
B,T,6,1,0,2,1,0,0,61.71386
B,O,6,1,3,3,0,0,0,68.59054
B,J,6,1,4,0,3,0,0,76.26437
B,O,6,1,0,0,1,1,1,83.94775
B,J,6,1,4,0,3,0,1,90.84061
B,J,6,1,3,0,1,0,1,97.71708
B,I,6,1,3,0,1,0,1,103.7742
B,L,6,1,0,5,2,0,1,110.2328
B,Z,6,1,0,1,1,0,1,116.7769
B,I,6,1,0,4,1,0,1,122.4288
B,L,6,1,2,0,2,0,1,127.2737
B,T,6,1,1,2,3,0,1,132.5649
B,S,6,1,0,4,1,0,1,138.2132
B,I,6,1,0,1,1,0,1,143.4642
B,S,6,1,2,0,3,0,1,147.9328
B,O,6,1,3,1,0,0,1,152.3737
B,S,6,1,0,1,3,0,1,156.4111
B,Z,6,1,0,3,1,0,1,161.2578
B,I,6,1,0,2,1,0,1,165.2952
B,L,6,1,0,4,1,0,1,168.1495
B,J,6,1,4,0,0,0,1,171.4059
B,T,6,1,0,3,0,0,1,173.0208
B,J,6,1,0,0,0,0,1,174.2323
B,T,6,1,0,0,0,0,1,182.3225
B,T,5,1,1,5,0,0,0,7.824806
B,Z,5,1,0,2,1,0,0,15.52262
B,J,5,1,1,4,3,0,0,22.386
B,L,5,1,0,6,3,0,0,28.45621
B,I,5,1,0,4,1,0,0,33.30111
B,O,5,1,0,1,0,0,0,41.48788
B,I,5,1,3,0,2,0,0,50.01994
B,T,5,1,4,0,1,0,0,57.69327
B,L,5,1,0,0,0,1,1,67.02055
B,S,5,1,3,0,1,0,1,74.72043
B,T,5,1,3,0,2,0,1,81.17866
B,L,5,1,0,2,2,0,1,88.06956
B,S,5,1,0,3,3,0,1,94.54259
B,J,5,1,2,0,1,0,1,101.0181
B,L,5,1,3,2,0,0,1,107.0861
B,S,5,1,3,1,1,0,1,113.144
B,T,5,1,0,3,2,0,1,118.8106
B,S,5,1,4,1,2,0,1,124.4754
B,I,5,1,0,4,1,0,1,128.5117
B,O,5,1,0,3,0,0,1,133.7625
B,Z,5,1,1,0,0,0,1,139.0258
B,I,5,1,0,1,1,0,1,143.8681
B,L,5,1,1,0,2,0,1,147.9072
B,S,5,1,0,2,0,0,1,151.9435
B,J,5,1,0,2,1,0,1,156.386
B,S,5,1,0,4,0,0,1,159.6292
B,Z,5,1,5,0,1,0,1,163.2656
B,J,5,1,0,3,1,0,1,165.6935
B,L,5,1,0,2,0,0,1,168.5245
B,S,5,1,3,0,1,0,1,171.3522
B,Z,5,1,0,2,0,0,1,173.3817
