Condition,BlockType,FromSeq,LatinBalance,TLeft,TRight,NumRotations,CLine,NCLine,TimeToComplete
A,J,4,4,0,0,8,0,0,7.880401
A,S,4,4,0,3,2,0,0,15.95452
A,I,4,4,3,1,2,0,0,23.6239
A,T,4,4,1,0,0,0,0,30.48897
A,O,4,4,0,1,1,0,0,37.34945
A,I,4,4,1,0,1,0,0,43.40893
A,S,4,4,2,0,2,0,0,50.67803
A,I,4,4,5,0,1,0,0,56.73153
A,J,4,4,3,0,0,0,0,62.81681
A,Z,4,4,3,0,0,0,0,68.46864
A,T,4,4,1,0,1,0,0,73.32526
A,L,4,4,2,0,0,0,0,78.17181
A,I,4,4,1,2,0,0,0,84.63244
A,S,4,4,2,0,0,0,0,89.07269
A,L,4,4,1,3,1,0,0,94.34811
A,Z,4,4,1,3,0,0,0,100.0018
A,O,4,4,0,2,0,0,0,104.847
A,Z,4,4,2,1,0,0,0,109.3291
A,T,4,4,2,0,1,0,0,112.9629
A,L,4,4,0,2,0,0,0,116.5966
A,O,4,4,0,0,0,0,0,119.826
A,Z,4,4,1,2,0,0,0,122.2473
A,L,4,4,0,4,0,0,0,124.2675
A,O,4,4,2,1,0,0,0,126.6898
A,J,4,4,2,0,0,0,0,128.3052
A,L,4,4,0,0,0,0,0,129.5157
A,I,4,4,0,0,0,0,0,137.9949
A,T,5,4,4,1,0,0,0,7.893844
A,Z,5,4,2,0,0,0,0,15.96813
A,J,5,4,1,2,0,0,0,24.0411
A,L,5,4,1,6,3,0,0,31.72712
A,I,5,4,0,4,1,0,0,39.41215
A,O,5,4,4,1,0,1,1,48.29557
A,I,5,4,1,0,1,0,1,55.96616
A,T,5,4,0,4,2,0,1,62.85722
A,L,5,4,1,3,1,0,1,70.1245
A,S,5,4,2,4,1,0,1,76.98813
A,T,5,4,1,5,4,0,1,83.04452
A,L,5,4,0,5,2,0,1,88.71042
A,S,5,4,2,3,0,0,1,94.76488
A,J,5,4,4,1,0,0,1,100.4177
A,L,5,4,0,0,0,0,1,105.6665
A,S,5,4,0,0,0,0,1,110.5681
A,T,5,4,0,2,2,0,1,115.8165
A,S,5,4,3,1,0,0,1,120.6589
A,I,5,4,0,1,0,0,1,125.9095
A,O,5,4,1,0,0,0,1,129.946
A,Z,5,4,3,0,1,0,1,133.5808
A,I,5,4,1,2,0,0,1,138.4254
A,L,5,4,0,5,0,0,1,142.4611
A,S,5,4,0,3,0,0,1,146.5008
A,J,5,4,0,2,2,0,1,150.5359
A,S,5,4,0,2,0,0,1,153.7664
A,Z,5,4,1,0,1,0,1,156.6049
A,J,5,4,0,2,2,0,1,159.8363
A,L,5,4,2,0,2,0,1,162.2591
A,S,5,4,2,0,0,0,1,164.6799
A,Z,5,4,0,0,2,0,1,166.2962
A,L,5,4,0,0,0,0,1,167.5083
A,O,5,4,0,1,1,0,1,168.7335
A,T,5,4,0,0,0,0,1,176.8359
A,I,3,4,5,1,0,0,0,8.270116
A,T,3,4,0,1,0,0,0,16.34482
A,O,3,4,1,4,0,0,0,24.43408
A,Z,3,4,1,0,1,0,0,32.13181
A,J,3,4,0,0,3,0,0,39.00908
A,I,3,4,0,4,1,0,0,46.7489
A,Z,3,4,4,0,1,1,1,56.03659
A,J,3,4,0,2,1,0,1,63.70667
A,T,3,4,3,0,2,0,1,70.56961
A,J,3,4,4,0,0,0,1,77.02952
A,S,3,4,2,0,0,0,1,83.08594
A,I,3,4,0,1,1,0,1,90.75591
A,J,3,4,3,0,3,0,1,95.61604
A,Z,3,4,5,1,0,0,1,99.27692
A,I,3,4,2,0,1,0,1,106.9466
A,L,3,4,1,1,0,0,1,110.1776
A,O,3,4,2,2,0,0,1,116.2335
A,S,3,4,2,0,0,0,1,119.0594
A,Z,3,4,2,0,1,0,1,121.8866
A,J,3,4,2,0,0,0,1,123.5012
A,L,3,4,1,1,0,0,1,124.7118
A,O,3,4,0,0,0,0,1,132.7999
A,S,6,4,2,0,4,0,0,7.949126
A,T,6,4,3,1,4,0,0,15.21602
A,S,6,4,1,3,2,0,0,23.69278
A,I,6,4,1,5,1,0,0,31.37859
A,O,6,4,0,3,0,0,0,39.45375
A,J,6,4,5,0,1,0,0,46.31837
A,S,6,4,1,1,1,0,0,53.58468
A,T,6,4,2,0,2,0,0,59.2362
A,O,6,4,0,3,0,0,0,66.5024
A,J,6,4,4,0,3,0,0,72.56067
A,O,6,4,0,1,0,0,0,79.85381
A,J,6,4,3,0,1,1,1,86.71901
A,J,6,4,4,0,0,0,1,91.96791
A,I,6,4,0,4,1,0,1,98.42824
A,L,6,4,0,4,0,0,1,105.3055
A,Z,6,4,0,2,1,0,1,111.7657
A,I,6,4,0,1,1,0,1,117.8216
A,L,6,4,0,4,2,0,1,122.6664
A,T,6,4,0,3,0,0,1,126.7039
A,S,6,4,1,0,0,0,1,131.548
A,I,6,4,1,0,1,0,1,138.0214
A,S,6,4,2,0,0,0,1,142.4598
A,O,6,4,3,0,0,0,1,146.0961
A,S,6,4,1,4,0,0,1,149.7317
A,Z,6,4,1,2,0,0,1,152.5705
A,I,6,4,2,2,1,0,1,159.0301
A,L,6,4,2,0,0,1,2,163.4704
A,J,6,4,3,0,1,0,2,165.8937
A,T,6,4,2,0,0,0,2,167.1049
A,J,6,4,0,3,1,0,2,171.1416
A,T,6,4,0,3,1,0,2,173.9682
A,J,6,4,0,3,0,0,2,182.2928
A,I,6,4,1,0,0,0,2,190.8145
A,O,6,4,4,0,0,0,2,198.9161
A,O,6,4,4,0,0,0,2,206.2131
A,L,6,4,0,0,2,0,2,213.8835
A,I,6,4,0,4,1,1,3,222.7647
A,J,6,4,0,2,2,0,3,231.2444
A,Z,6,4,0,1,3,0,3,238.9148
A,O,6,4,2,0,1,0,3,246.5997
A,S,6,4,3,5,1,0,3,253.0598
A,O,6,4,3,6,0,0,3,260.3273
A,Z,6,4,0,1,5,0,3,266.0062
A,Z,6,4,0,0,1,0,3,271.2556
A,T,6,4,1,1,2,0,3,277.7404
A,S,6,4,0,5,0,1,4,283.8135
A,O,6,4,4,0,0,0,4,291.0798
A,T,6,4,0,1,2,0,4,295.5214
A,O,6,4,4,0,0,0,4,302.0099
