Condition,BlockType,FromSeq,LatinBalance,TLeft,TRight,NumRotations,CLine,NCLine,TimeToComplete
C,J,4,4,2,3,2,0,0,7.821945
C,S,4,4,1,6,5,0,0,15.90714
C,I,4,4,0,0,0,0,0,24.41554
C,T,4,4,3,6,3,0,0,31.68382
C,O,4,4,3,0,0,0,0,39.35448
C,I,4,4,2,0,1,0,0,47.05252
C,S,4,4,2,4,4,0,0,54.40411
C,I,4,4,2,6,1,0,0,61.26867
C,J,4,4,4,0,7,0,0,68.53523
C,Z,4,4,2,0,6,1,1,76.67931
C,T,4,4,0,4,3,0,1,83.55657
C,L,4,4,0,2,3,0,1,90.01636
C,I,4,4,0,4,5,0,1,95.75195
C,S,4,4,3,2,2,0,1,102.2114
C,L,4,4,0,2,0,0,1,107.8782
C,Z,4,4,4,0,1,0,1,113.5555
C,O,4,4,0,3,1,0,1,119.6444
C,Z,4,4,5,0,1,0,1,124.9046
C,T,4,4,0,0,0,0,1,130.1541
C,L,4,4,2,0,2,0,1,133.8015
C,O,4,4,0,3,1,0,1,139.0486
C,Z,4,4,2,0,3,1,2,144.7309
C,L,4,4,1,2,2,0,2,149.6031
C,O,4,4,0,4,0,0,2,154.4628
C,J,4,4,1,2,2,0,2,159.3062
C,L,4,4,0,1,1,0,2,162.9396
C,I,4,4,0,4,3,0,2,166.5727
C,J,4,4,1,2,0,0,2,169.8032
C,Z,4,4,5,0,1,0,2,173.8409
C,S,4,4,0,0,1,0,2,177.0697
C,J,4,4,0,2,2,0,2,180.7594
C,T,4,4,3,0,0,0,2,183.5966
C,Z,4,4,2,1,0,1,3,187.6369
C,J,4,4,0,3,1,0,3,190.4869
C,T,4,4,0,2,0,0,3,192.9122
C,S,4,4,2,0,0,0,3,195.3501
C,I,4,4,0,1,0,0,3,197.3671
C,J,4,4,1,0,1,0,3,198.5767
C,S,4,4,1,0,0,0,3,199.79
C,J,4,4,0,0,0,0,3,207.9219
C,T,5,4,1,6,3,0,0,7.545908
C,Z,5,4,4,0,3,0,0,15.64679
C,J,5,4,0,2,4,0,0,23.77765
C,L,5,4,2,1,0,0,0,31.90788
C,I,5,4,6,1,1,0,0,38.82388
C,O,5,4,0,0,0,0,0,46.9017
C,I,5,4,0,2,1,1,1,55.827
C,T,5,4,2,0,1,0,1,63.49767
C,L,5,4,0,5,5,1,2,71.97614
C,S,5,4,0,3,3,0,2,80.06298
C,T,5,4,3,0,1,0,2,87.34627
