Condition,BlockType,FromSeq,LatinBalance,TLeft,TRight,NumRotations,CLine,NCLine,TimeToComplete
C,I,3,3,0,0,0,0,0,8.364204
C,T,3,3,3,0,0,0,0,16.46899
C,O,3,3,0,0,0,0,0,24.54398
C,Z,3,3,3,0,0,0,0,32.21526
C,J,3,3,1,0,0,0,0,39.48292
C,I,3,3,0,2,0,0,0,47.55753
C,Z,3,3,4,0,0,0,0,54.43472
C,J,3,3,2,0,0,0,0,60.89415
C,T,3,3,1,2,0,0,0,67.7578
C,J,3,3,0,3,0,0,0,75.02518
C,S,3,3,1,5,0,0,0,81.48452
C,I,3,3,1,0,0,0,0,87.94436
C,J,3,3,4,0,0,0,0,93.6105
C,Z,3,3,4,0,0,0,0,98.85895
C,I,3,3,1,0,0,0,0,104.9144
C,L,3,3,0,5,0,0,0,110.5815
C,O,3,3,0,3,0,1,1,117.4449
C,S,3,3,1,1,0,0,1,122.6942
C,Z,3,3,4,0,0,0,1,127.5519
C,J,3,3,0,3,0,0,1,132.3992
C,L,3,3,2,2,0,0,1,136.838
C,O,3,3,1,2,0,0,1,142.4895
C,S,3,3,0,3,0,0,1,146.9314
C,Z,3,3,4,1,0,0,1,150.9687
C,L,3,3,1,2,0,0,1,154.6017
C,I,3,3,0,2,0,0,1,158.6394
C,L,3,3,1,1,0,0,1,161.8692
C,T,3,3,0,3,0,0,1,165.1006
C,S,3,3,0,0,0,0,1,167.9258
C,O,3,3,0,1,0,0,1,170.7661
C,J,3,3,2,0,0,0,1,172.7851
C,T,3,3,2,0,0,0,1,173.9967
C,J,3,3,0,1,0,0,1,176.0131
C,T,3,3,0,2,0,0,1,177.2253
C,J,3,3,0,0,0,0,1,185.3006
C,J,4,3,4,0,0,0,0,7.836053
C,S,4,3,0,1,0,0,0,15.91067
C,I,4,3,2,4,0,0,0,24.39099
C,T,4,3,5,3,0,0,0,32.06173
C,O,4,3,4,0,0,0,0,39.32938
C,I,4,3,0,2,0,0,0,47.40383
C,S,4,3,2,0,0,1,1,55.50634
C,I,4,3,0,2,0,0,1,63.57901
C,J,4,3,1,0,0,0,1,71.25047
C,Z,4,3,1,0,0,1,2,80.16159
C,T,4,3,0,4,0,0,2,87.84724
C,L,4,3,0,3,0,0,2,95.1422
C,I,4,3,1,0,0,0,2,102.409
