Condition,BlockType,FromSeq,LatinBalance,TLeft,TRight,NumRotations,CLine,NCLine,TimeToComplete
C,I,1,1,3,2,2,0,0,8.131011
C,T,1,1,0,0,0,0,0,16.21999
C,I,1,1,0,2,0,0,0,24.3082
C,O,1,1,3,0,0,0,0,32.41086
C,S,1,1,0,1,1,0,0,40.16445
C,O,1,1,0,4,0,0,0,47.54233
C,I,1,1,5,0,3,0,0,55.21193
C,T,1,1,1,0,3,1,1,64.11101
C,Z,1,1,0,1,2,1,2,73.81538
C,S,1,1,1,0,7,0,2,81.51362
C,Z,1,1,0,2,1,0,2,89.21218
C,J,1,1,1,2,3,0,2,96.49365
C,I,1,1,0,4,1,0,2,103.3728
C,L,1,1,0,1,3,0,2,110.2471
C,S,1,1,2,0,1,0,2,117.1261
C,T,1,1,0,4,3,0,2,123.2919
C,O,1,1,1,2,0,0,2,129.3915
C,J,1,1,0,4,3,0,2,134.7235
C,J,1,1,2,0,1,0,2,140.8481
C,T,1,1,4,0,1,0,2,146.5137
C,S,1,1,1,0,5,0,2,151.8307
C,J,1,1,0,2,3,0,2,157.1514
C,T,1,1,0,0,0,0,2,162.0384
C,Z,1,1,2,0,3,0,2,166.4795
C,J,1,1,0,3,1,0,2,170.5171
C,I,1,1,0,2,1,0,2,174.1496
C,T,1,1,0,0,1,0,2,177.7839
C,S,1,1,0,2,1,0,2,181.4323
C,T,1,1,0,0,2,0,2,183.8687
C,O,1,1,0,1,0,0,2,185.888
C,L,1,1,2,0,1,0,2,189.1318
C,J,1,1,0,0,0,0,2,190.3849
C,I,1,1,0,0,0,0,2,191.5933
C,L,1,1,0,0,0,0,2,199.6833
C,I,2,1,0,4,1,0,0,7.612277
C,S,2,1,0,5,1,0,0,14.10069
C,T,2,1,0,3,0,0,0,22.27374
C,J,2,1,2,0,0,0,0,30.38965
C,L,2,1,1,2,2,0,0,37.67601
C,O,2,1,4,0,0,0,0,45.80049
C,T,2,1,3,0,0,0,0,53.07943
C,Z,2,1,1,2,1,0,0,60.7508
C,L,2,1,0,1,0,0,0,67.64466
C,J,2,1,0,0,2,0,0,74.50591
C,L,2,1,1,0,3,0,0,80.96795
C,T,2,1,4,0,1,0,0,86.63605
C,S,2,1,2,0,1,0,0,92.2993
C,O,2,1,1,4,0,0,0,97.59273
C,T,2,1,2,1,1,0,0,103.2578
C,L,2,1,0,1,1,0,0,108.1162
C,Z,2,1,2,0,1,0,0,112.1656
C,I,2,1,1,4,1,0,0,116.2044
C,O,2,1,0,0,0,0,0,119.4349
C,I,2,1,5,0,1,0,0,123.8748
C,O,2,1,1,2,0,0,0,128.3425
C,L,2,1,2,0,1,0,0,132.3833
C,Z,2,1,0,2,1,0,0,135.6116
C,L,2,1,3,0,1,0,0,138.4387
C,J,2,1,3,0,0,0,0,140.928
C,I,2,1,0,1,2,0,0,143.7588
C,L,2,1,1,1,0,0,0,146.1786
C,O,2,1,3,0,0,0,0,148.1939
C,L,2,1,0,0,0,0,0,149.4069
C,O,2,1,0,0,0,0,0,157.4964
C,S,8,1,3,1,3,0,0,8.033651
C,T,8,1,2,1,0,0,0,16.10742
C,S,8,1,2,0,1,0,0,23.77888
C,Z,8,1,2,1,3,0,0,31.07619
C,T,8,1,0,4,0,0,0,39.17658
C,O,8,1,0,1,0,0,0,47.25139
C,J,8,1,1,4,3,0,0,54.92253
C,S,8,1,1,3,3,0,0,61.79999
C,Z,8,1,1,3,3,0,0,68.73174
C,O,8,1,4,0,0,0,0,75.21989
C,S,8,1,1,1,3,0,0,81.6804
C,Z,8,1,3,1,1,0,0,87.34541
C,O,8,1,4,0,0,0,0,93.0409
C,L,8,1,1,0,2,0,0,97.48143
C,S,8,1,0,5,1,0,0,104.3722
C,Z,8,1,0,1,1,0,0,110.4425
C,L,8,1,0,1,2,0,0,114.0896
C,I,8,1,4,0,1,0,0,117.7515
C,T,8,1,0,1,1,0,0,120.9812
C,Z,8,1,0,3,1,0,0,126.6885
C,S,8,1,0,3,0,0,0,128.7094
C,L,8,1,2,0,0,0,0,131.1302
C,T,8,1,2,0,0,0,0,133.1484
C,T,8,1,0,1,0,0,0,134.3603
C,S,8,1,0,1,0,0,0,135.5711
C,J,8,1,0,0,0,0,0,143.6735
C,I,3,1,1,3,0,0,0,8.423538
C,T,3,1,1,1,0,0,0,16.55399
C,O,3,1,4,1,0,0,0,24.65599
C,Z,3,1,2,2,2,0,0,32.75791
C,J,3,1,3,0,2,0,0,40.85978
C,I,3,1,5,0,1,0,0,48.53242
C,Z,3,1,0,3,0,1,1,57.85843
