Condition,BlockType,FromSeq,LatinBalance,TLeft,TRight,NumRotations,CLine,NCLine,TimeToComplete
C,I,3,5R,0,2,1,0,0,7.754134
C,T,3,5R,2,3,4,0,0,15.83013
C,O,3,5R,1,5,0,0,0,24.32088
C,Z,3,5R,1,0,3,0,0,32.4366
C,J,3,5R,4,0,4,0,0,40.52601
C,I,3,5R,0,1,1,1,1,49.4082
C,Z,3,5R,4,0,0,0,1,57.48312
C,J,3,5R,0,3,1,1,2,66.76897
C,T,3,5R,0,4,3,0,2,74.03593
C,J,3,5R,3,0,1,0,2,82.11102
C,S,3,5R,0,1,1,0,2,90.18623
C,I,3,5R,0,0,1,1,3,98.66412
C,J,3,5R,4,0,0,0,3,106.765
C,Z,3,5R,4,0,0,1,4,116.0523
C,I,3,5R,5,4,3,1,5,125.3385
C,L,3,5R,1,4,1,0,5,133.0096
C,O,3,5R,2,0,0,0,5,141.1002
C,S,3,5R,0,5,1,0,5,149.1729
C,Z,3,5R,2,2,4,1,6,157.6515
C,J,3,5R,5,0,5,0,6,165.7261
C,L,3,5R,0,4,3,0,6,172.9939
C,O,3,5R,3,1,0,0,6,180.6648
C,S,3,5R,0,5,1,0,6,188.3355
C,Z,3,5R,5,0,5,0,6,195.1986
C,L,3,5R,2,1,5,1,7,203.2875
C,I,3,5R,0,4,1,0,7,210.1511
C,L,3,5R,0,4,4,1,8,218.6302
C,T,3,5R,1,1,4,0,8,225.8966
C,S,3,5R,2,1,1,0,8,232.7601
C,O,3,5R,0,2,0,0,8,239.6657
C,J,3,5R,4,0,3,0,8,247.3643
C,T,3,5R,0,1,3,2,10,255.8434
C,J,3,5R,0,2,2,1,11,265.1297
C,T,3,5R,0,5,3,0,11,271.9928
C,J,3,5R,5,0,1,0,11,279.6639
C,L,3,5R,0,3,4,1,12,288.1419
C,T,3,5R,0,4,5,0,12,294.6015
C,I,3,5R,5,0,1,0,12,301.8689
C,J,3,5R,0,0,3,0,12,309.5406
C,O,3,5R,2,0,0,0,12,316.8076
C,L,3,5R,1,0,2,1,13,324.895
C,S,3,5R,0,2,1,0,13,332.1615
C,O,3,5R,4,0,0,1,14,340.2372
C,I,3,5R,1,0,1,0,14,347.1006
C,J,3,5R,2,0,5,0,14,352.7532
C,Z,3,5R,2,3,2,0,14,360.4241
C,L,3,5R,3,2,1,0,14,366.884
C,O,3,5R,5,2,0,0,14,372.5363
C,I,3,5R,2,6,1,0,14,379.0098
C,L,3,5R,1,3,5,1,15,386.2751
C,I,3,5R,2,5,1,0,15,393.1538
C,S,3,5R,0,1,1,0,15,398.4029
C,T,3,5R,1,4,3,0,15,404.4591
C,Z,3,5R,7,2,1,0,15,410.1244
C,O,3,5R,3,1,0,0,15,415.3737
C,S,3,5R,0,5,1,0,15,421.0261
C,I,3,5R,0,1,1,0,15,426.2878
C,Z,3,5R,2,2,1,0,15,430.7572
C,O,3,5R,5,3,0,0,15,435.2394
C,T,3,5R,1,1,2,0,15,438.8737
C,Z,3,5R,3,3,1,0,15,442.1035
C,L,3,5R,3,0,5,0,15,446.1404
C,L,3,5R,0,1,1,0,15,448.1604
C,T,3,5R,0,1,0,0,15,449.3709
C,Z,3,5R,0,0,0,0,15,457.4738
C,S,8,5R,4,2,4,0,0,8.005998
C,T,8,5R,2,1,4,0,0,16.08029
C,S,8,5R,2,3,1,0,0,24.17121
C,Z,8,5R,5,0,1,0,0,31.84012
C,T,8,5R,1,0,5,0,0,38.73141
C,O,8,5R,1,4,0,0,0,46.81694
C,J,8,5R,3,0,5,0,0,52.87583
C,S,8,5R,2,4,1,0,0,60.57484
C,Z,8,5R,5,0,1,0,0,67.46651
C,O,8,5R,0,3,0,0,0,74.74783
C,S,8,5R,0,2,1,0,0,81.62411
C,Z,8,5R,5,0,1,0,0,87.73699
C,O,8,5R,2,5,0,0,0,94.21054
C,L,8,5R,1,3,2,0,0,99.86306
C,S,8,5R,0,5,1,0,0,105.961
C,Z,8,5R,5,0,1,0,0,111.2227
C,L,8,5R,0,0,2,0,0,116.0679
C,I,8,5R,0,1,4,0,0,120.9128
C,T,8,5R,4,0,1,0,0,124.95
C,Z,8,5R,3,0,2,0,0,129.7953
C,S,8,5R,0,5,1,0,0,134.6537
C,L,8,5R,1,2,0,1,1,141.1127
C,T,8,5R,2,5,3,0,1,146.3624
C,T,8,5R,0,0,2,0,1,150.4393
C,S,8,5R,0,3,2,0,1,154.4786
C,J,8,5R,0,3,2,0,1,158.5151
C,L,8,5R,1,0,4,0,1,162.1492
C,J,8,5R,4,1,3,0,1,165.3786
C,T,8,5R,2,2,1,0,1,168.6061
C,Z,8,5R,1,1,0,0,1,171.4357
C,S,8,5R,0,3,1,0,1,174.3025
C,T,8,5R,1,0,2,0,1,176.321
C,S,8,5R,0,5,3,0,1,178.7443
C,J,8,5R,1,0,2,0,1,181.1676
C,L,8,5R,2,0,2,0,1,182.796
C,O,8,5R,0,1,0,0,1,184.0075
C,L,8,5R,0,0,0,0,1,185.2229
C,T,8,5R,0,0,0,0,1,193.335
C,I,2,5R,0,2,0,0,0,8.312897
C,S,2,5R,0,2,2,0,0,16.79136
C,T,2,5R,1,0,5,0,0,24.46229
C,J,2,5R,0,1,2,0,0,32.55095
C,L,2,5R,2,0,0,0,0,40.62526
C,O,2,5R,0,4,0,1,1,49.91194
C,T,2,5R,3,0,1,0,1,57.58292
C,Z,2,5R,1,0,1,0,1,65.2535
C,L,2,5R,0,5,0,0,1,72.52077
C,J,2,5R,4,0,3,0,1,80.19177
C,L,2,5R,0,4,2,1,2,88.67025
C,T,2,5R,1,0,1,0,2,95.93705
C,S,2,5R,0,1,3,0,2,102.8009
C,O,2,5R,3,7,0,0,2,109.6666
C,T,2,5R,0,2,0,0,2,116.5558
C,L,2,5R,0,5,2,0,2,122.6245
C,Z,2,5R,0,0,1,0,2,129.0988
C,I,2,5R,3,0,1,0,2,136.3911
C,O,2,5R,0,4,0,2,4,144.0654
C,I,2,5R,5,0,1,0,4,151.7371
C,O,2,5R,0,4,0,1,5,159.0042
C,L,2,5R,1,2,3,0,5,165.8813
C,Z,2,5R,1,1,1,0,5,172.7468
C,L,2,5R,0,1,8,0,5,178.801
C,J,2,5R,3,0,3,0,5,186.8756
C,I,2,5R,0,2,1,3,8,195.7989
C,L,2,5R,0,4,2,0,8,201.8554
C,O,2,5R,4,3,0,0,8,208.7189
C,L,2,5R,0,3,6,0,8,214.7747
C,O,2,5R,4,3,0,0,8,220.8581
C,I,2,5R,4,0,1,0,8,228.5282
C,Z,2,5R,2,5,4,0,8,234.2105
C,J,2,5R,3,3,5,0,8,239.8759
C,Z,2,5R,5,4,2,0,8,245.5417
C,O,2,5R,4,5,0,0,8,249.982
C,I,2,5R,6,3,1,0,8,257.6544
C,Z,2,5R,2,0,2,0,8,262.4983
C,S,2,5R,2,2,1,0,8,266.5358
C,L,2,5R,1,2,3,0,8,269.3763
C,I,2,5R,2,2,4,0,8,271.7985
C,S,2,5R,1,0,0,0,8,274.2207
C,I,2,5R,0,2,1,0,8,275.849
C,Z,2,5R,0,0,0,0,8,277.4642
C,L,2,5R,0,0,0,0,8,278.6756
C,S,2,5R,0,0,0,0,8,286.7508
A,I,1,5R,0,4,1,0,0,7.50375
A,T,1,5R,0,3,0,0,0,15.59333
A,I,1,5R,3,1,0,0,0,24.09998
A,O,1,5R,4,0,0,0,0,32.18836
A,S,1,5R,0,4,1,1,1,41.47358
A,O,1,5R,3,1,0,0,1,49.54892
A,I,1,5R,1,0,1,0,1,57.21964
A,T,1,5R,0,4,2,0,1,64.08311
A,Z,1,5R,3,1,3,0,1,71.36148
A,S,1,5R,0,0,1,0,1,77.82455
A,Z,1,5R,5,0,2,0,1,85.50941
A,J,1,5R,0,0,5,0,1,93.58315
A,I,1,5R,0,0,1,1,2,102.4802
A,L,1,5R,2,0,2,0,2,109.3971
A,S,1,5R,2,3,1,0,2,115.8598
A,T,1,5R,0,2,1,0,2,122.721
A,O,1,5R,2,6,0,1,3,131.2147
A,J,1,5R,4,0,4,1,4,139.6924
A,J,1,5R,4,1,5,0,4,145.7489
A,T,1,5R,2,5,2,0,4,152.6274
A,S,1,5R,0,5,1,1,5,161.1194
A,J,1,5R,3,0,3,0,5,168.3857
A,T,1,5R,1,2,3,0,5,174.8603
A,Z,1,5R,5,0,1,0,5,181.333
A,J,1,5R,3,1,6,0,5,187.3903
A,I,1,5R,1,2,1,0,5,193.85
A,T,1,5R,0,5,3,0,5,199.9197
A,S,1,5R,0,2,3,0,5,205.5726
A,T,1,5R,0,3,1,0,5,211.2381
A,O,1,5R,0,4,1,0,5,216.5416
A,L,1,5R,2,0,2,0,5,221.7914
A,J,1,5R,3,0,2,1,6,229.0705
A,I,1,5R,6,1,1,0,6,233.9724
A,L,1,5R,0,5,2,0,6,238.8174
A,J,1,5R,3,0,4,0,6,243.7045
A,O,1,5R,3,6,0,0,6,248.5613
A,J,1,5R,3,1,2,0,6,253.8124
A,I,1,5R,1,2,1,0,6,259.0735
A,L,1,5R,0,3,3,1,7,264.3223
A,Z,1,5R,3,2,2,0,7,269.1681
A,S,1,5R,3,1,2,0,7,273.6069
A,T,1,5R,0,4,3,0,7,277.2422
A,J,1,5R,1,1,4,0,7,280.8762
A,Z,1,5R,2,1,5,0,7,283.2986
A,T,1,5R,0,1,0,0,7,284.5098
A,O,1,5R,4,0,1,0,7,292.9201
A,Z,1,5R,3,1,4,0,7,300.994
A,O,1,5R,6,7,0,0,7,309.0674
A,T,1,5R,0,0,2,0,7,316.3351
A,J,1,5R,0,3,4,0,7,324.4107
A,O,1,5R,0,4,0,0,7,332.1082
A,L,1,5R,0,3,5,1,8,340.5877
A,O,1,5R,0,4,0,0,8,347.8547
A,S,1,5R,2,0,1,0,8,355.9279
A,O,1,5R,0,4,0,1,9,364.0038
A,Z,1,5R,3,0,2,0,9,372.0781
A,L,1,5R,0,4,3,0,9,379.3601
A,S,1,5R,1,1,1,0,9,387.0303
A,I,1,5R,5,0,1,0,9,394.7028
A,Z,1,5R,4,0,2,1,10,403.5853
A,I,1,5R,1,1,1,0,10,411.2697
A,L,1,5R,5,2,5,2,12,419.342
A,Z,1,5R,1,2,0,0,12,427.0132
A,L,1,5R,0,5,4,0,12,434.282
A,I,1,5R,0,1,0,0,12,441.5495
A,L,1,5R,1,0,3,0,12,448.8167
A,S,1,5R,1,1,1,0,12,456.8921
A,L,1,5R,0,5,4,2,14,465.3704
A,S,1,5R,0,0,0,0,14,473.4449
A,T,5,5R,4,0,3,0,0,7.810159
A,Z,5,5R,2,0,0,0,0,15.88532
A,J,5,5R,2,3,8,0,0,23.95925
A,L,5,5R,2,0,2,0,0,31.22697
A,I,5,5R,1,0,1,0,0,38.494
A,O,5,5R,0,4,0,0,0,46.56873
A,I,5,5R,2,0,1,1,1,55.04799
A,T,5,5R,0,2,3,0,1,62.71859
A,L,5,5R,0,5,2,0,1,70.38923
A,S,5,5R,1,1,1,2,3,78.86839
A,T,5,5R,2,3,5,0,3,86.53869
A,L,5,5R,3,7,3,0,3,94.20964
A,S,5,5R,1,2,1,0,3,101.0733
A,J,5,5R,4,0,0,0,3,109.1483
A,L,5,5R,0,5,1,0,3,116.8192
A,S,5,5R,1,2,1,1,4,124.4903
A,T,5,5R,1,2,6,0,4,129.3351
A,S,5,5R,3,6,1,0,4,136.6027
A,I,5,5R,0,4,1,0,4,144.2739
A,O,5,5R,3,0,0,0,4,152.3487
A,Z,5,5R,5,0,1,1,5,161.6348
A,I,5,5R,2,5,1,1,6,170.517
A,L,5,5R,1,0,3,0,6,178.1875
A,S,5,5R,0,4,3,0,6,184.2439
A,J,5,5R,5,1,3,0,6,191.9126
A,S,5,5R,2,1,1,1,7,200.7975
A,Z,5,5R,4,0,1,0,7,207.6607
A,J,5,5R,1,0,3,0,7,214.5245
A,L,5,5R,0,6,3,0,7,221.7913
A,S,5,5R,1,4,1,0,7,227.4437
A,Z,5,5R,4,0,1,0,7,233.4989
A,L,5,5R,0,5,5,0,7,239.555
A,O,5,5R,2,1,1,0,7,245.2076
A,T,5,5R,0,4,3,0,7,250.0525
A,L,5,5R,1,0,2,0,7,254.8973
A,I,5,5R,5,0,1,0,7,261.3571
A,T,5,5R,0,0,3,1,8,267.4132
A,O,5,5R,0,2,0,0,8,272.2582
A,S,5,5R,1,0,2,0,8,277.5064
A,L,5,5R,1,2,3,0,8,281.1537
A,O,5,5R,0,2,0,0,8,285.1918
A,Z,5,5R,6,3,2,0,8,289.6331
A,T,5,5R,2,0,1,0,8,292.4592
A,I,5,5R,1,1,1,0,8,298.515
A,Z,5,5R,3,3,0,0,8,301.7452
A,T,5,5R,1,4,3,0,8,304.5712
A,I,5,5R,0,4,1,0,8,310.627
A,O,5,5R,0,4,0,2,10,317.0871
A,T,5,5R,4,0,1,0,10,321.1239
A,J,5,5R,0,2,3,0,10,324.3533
A,O,5,5R,1,3,0,0,10,326.3727
A,J,5,5R,0,2,1,0,10,327.5832
A,Z,5,5R,0,1,0,0,10,328.795
A,O,5,5R,0,0,0,0,10,336.869
A,S,6,5R,2,0,2,0,0,8.213921
A,T,6,5R,1,0,0,0,0,16.28862
A,S,6,5R,1,1,1,0,0,23.95963
A,I,6,5R,0,2,0,0,0,32.43766
A,O,6,5R,5,2,0,0,0,39.70462
A,J,6,5R,3,1,6,0,0,46.98672
A,S,6,5R,0,5,2,0,0,55.06093
A,T,6,5R,1,2,1,0,0,62.73277
A,O,6,5R,0,2,0,1,1,71.61478
A,J,6,5R,0,3,5,0,1,78.89471
A,O,6,5R,0,3,0,0,1,85.7735
A,J,6,5R,0,3,4,0,1,91.86822
A,J,6,5R,0,3,1,0,1,97.55101
A,I,6,5R,5,0,1,0,1,105.2216
A,L,6,5R,1,0,2,1,2,113.311
A,Z,6,5R,5,0,1,0,2,120.1863
