Condition,BlockType,FromSeq,LatinBalance,TLeft,TRight,NumRotations,CLine,NCLine,TimeToComplete
D,J,4,6R,4,0,3,0,0,8.017846
D,S,4,6R,0,5,1,0,0,16.09331
D,I,4,6R,3,0,0,0,0,24.66866
D,T,4,6R,1,0,0,0,0,32.40614
D,O,4,6R,5,1,0,0,0,39.27299
D,I,4,6R,3,0,1,0,0,46.14912
D,S,4,6R,1,1,1,0,0,53.43158
D,I,4,6R,0,0,1,0,0,61.19654
D,J,4,6R,0,2,6,0,0,68.20226
D,Z,4,6R,1,4,4,0,0,74.27237
D,T,4,6R,2,1,5,0,0,80.32825
D,L,4,6R,3,0,1,0,0,85.98122
D,I,4,6R,2,1,3,0,0,90.82554
D,S,4,6R,0,5,1,0,0,96.49136
D,L,4,6R,3,2,4,0,0,101.3886
D,Z,4,6R,2,0,1,0,0,105.0265
D,O,4,6R,4,6,0,0,0,110.7069
D,Z,4,6R,3,0,0,0,0,113.5333
D,T,4,6R,0,5,3,0,0,117.9732
D,L,4,6R,0,2,2,0,0,122.0292
D,O,4,6R,2,2,0,0,0,124.8641
D,Z,4,6R,1,4,1,0,0,128.9159
D,L,4,6R,0,2,1,0,0,130.9352
D,O,4,6R,1,3,0,0,0,134.5704
D,J,4,6R,1,0,0,0,0,135.7929
D,L,4,6R,0,0,0,0,0,143.8966
D,I,1,6R,4,0,0,0,0,8.379138
D,T,1,6R,0,1,0,0,0,16.4686
D,I,1,6R,0,2,1,0,0,24.18084
D,O,1,6R,0,4,0,0,0,32.26934
D,S,1,6R,0,2,1,1,1,41.59491
D,O,1,6R,1,5,0,0,1,49.29501
D,I,1,6R,1,0,1,0,1,56.96612
D,T,1,6R,2,0,0,0,1,65.0546
D,Z,1,6R,4,0,3,0,1,73.12933
D,S,1,6R,1,0,1,1,2,82.42941
D,Z,1,6R,0,1,3,1,3,91.32496
D,J,1,6R,5,1,3,0,3,99.43951
D,I,1,6R,2,6,1,0,3,106.7062
D,L,1,6R,2,3,3,0,3,113.5868
D,S,1,6R,0,5,3,0,3,121.2565
D,T,1,6R,0,1,1,0,3,127.7175
D,O,1,6R,3,0,0,0,3,134.5819
D,J,1,6R,4,0,3,0,3,141.4581
D,J,1,6R,2,0,3,0,3,147.5568
D,T,1,6R,0,4,3,0,3,154.0143
D,S,1,6R,0,5,1,1,4,161.7135
D,J,1,6R,2,3,3,0,4,167.77
D,T,1,6R,0,0,3,0,4,173.018
D,Z,1,6R,1,0,3,0,4,177.4619
D,J,1,6R,3,0,3,0,4,183.5603
D,I,1,6R,5,0,1,0,4,189.2402
D,T,1,6R,0,5,3,0,4,194.4994
D,S,1,6R,3,0,1,0,4,199.3604
D,T,1,6R,0,3,3,0,4,204.2722
D,O,1,6R,1,3,0,1,5,209.9667
D,L,1,6R,1,2,2,0,5,214.0051
D,J,1,6R,3,0,3,0,5,218.4751
D,I,1,6R,0,3,1,0,5,223.3326
D,L,1,6R,0,3,2,0,5,226.5629
D,J,1,6R,0,3,1,0,5,230.1973
D,O,1,6R,2,1,0,0,5,233.8732
D,J,1,6R,1,2,2,0,5,237.1278
D,I,1,6R,4,2,0,0,5,239.5533
D,L,1,6R,2,0,0,0,5,241.1686
D,Z,1,6R,0,3,0,0,5,243.5908
D,S,1,6R,0,1,1,0,5,245.6512
D,T,1,6R,0,0,0,0,5,253.8098
D,I,3,6R,0,2,0,0,0,8.158484
D,T,3,6R,0,0,0,0,0,16.26171
D,O,3,6R,3,0,0,0,0,24.39156
D,Z,3,6R,2,0,1,0,0,32.10817
D,J,3,6R,4,0,3,0,0,40.20678
D,I,3,6R,0,1,2,1,1,49.92449
D,Z,3,6R,3,0,1,0,1,57.59639
D,J,3,6R,0,1,0,0,1,65.26791
D,T,3,6R,0,5,3,0,1,72.93802
D,J,3,6R,0,2,0,2,3,82.29353
D,S,3,6R,2,0,0,0,3,90.4248
D,I,3,6R,0,2,0,1,4,99.86349
D,J,3,6R,4,0,3,0,4,107.9944
D,Z,3,6R,1,0,4,0,4,116.2082
D,I,3,6R,0,4,1,0,4,123.1004
D,L,3,6R,0,2,3,0,4,130.4076
D,O,3,6R,1,4,0,0,4,137.7436
D,S,3,6R,2,0,3,0,4,144.6641
D,Z,3,6R,1,2,1,0,4,151.584
D,J,3,6R,2,0,3,0,4,159.2982
D,L,3,6R,0,1,0,0,4,165.7681
D,O,3,6R,2,1,0,0,4,171.9102
D,S,3,6R,2,0,1,0,4,178.4236
D,Z,3,6R,0,1,1,0,4,184.4939
D,L,3,6R,0,1,3,0,4,189.339
D,I,3,6R,0,3,1,0,4,195.3954
D,L,3,6R,0,6,3,2,6,202.6761
D,T,3,6R,0,1,1,0,6,208.8727
D,S,3,6R,3,1,1,0,6,215.3461
D,O,3,6R,0,2,0,0,6,221.0121
D,J,3,6R,0,2,5,0,6,225.871
D,T,3,6R,1,1,1,0,6,230.3117
D,J,3,6R,0,3,3,0,6,234.8083
D,T,3,6R,0,1,3,0,6,238.443
D,J,3,6R,0,2,3,0,6,242.48
D,L,3,6R,0,3,2,0,6,244.903
D,T,3,6R,4,1,1,0,6,249.7613
D,I,3,6R,1,1,2,0,6,252.1836
D,J,3,6R,2,0,0,0,6,253.7975
D,O,3,6R,1,1,0,0,6,255.0085
D,L,3,6R,0,0,0,0,6,263.1812
B,I,2,6R,0,2,0,0,0,8.435614
B,S,2,6R,0,2,0,0,0,16.52677
B,T,2,6R,1,0,1,0,0,24.19569
B,J,2,6R,2,2,0,0,0,31.49075
B,L,2,6R,0,4,3,0,0,38.75591
B,O,2,6R,3,0,0,0,0,46.86
B,T,2,6R,0,1,1,0,0,53.38995
B,Z,2,6R,3,1,1,0,0,60.75509
B,L,2,6R,2,0,1,0,0,67.65987
B,J,2,6R,2,0,3,0,0,74.52298
B,L,2,6R,1,2,5,0,0,79.80013
B,T,2,6R,0,3,3,0,0,85.85447
B,S,2,6R,0,2,1,0,0,91.50903
B,O,2,6R,2,0,0,0,0,97.17442
B,T,2,6R,0,3,3,0,0,102.0188
B,L,2,6R,0,2,0,0,0,106.4592
B,Z,2,6R,1,0,4,0,0,110.9013
B,I,2,6R,5,0,1,0,0,118.5714
B,O,2,6R,0,4,0,1,1,127.8859
B,I,2,6R,0,3,1,2,3,136.7995
B,O,2,6R,3,1,0,0,3,142.8958
B,L,2,6R,0,4,3,0,3,147.3643
B,Z,2,6R,2,1,2,0,3,151.8032
B,L,2,6R,3,0,2,0,3,158.6956
B,J,2,6R,0,3,3,0,3,162.7332
B,I,2,6R,1,4,1,0,3,168.7897
B,L,2,6R,2,3,0,0,3,172.4223
B,O,2,6R,4,0,0,0,3,178.5342
B,L,2,6R,3,2,1,0,3,183.3792
B,O,2,6R,2,1,0,0,3,187.0156
B,I,2,6R,0,3,1,0,3,189.436
B,Z,2,6R,0,2,0,0,3,190.6637
B,Z,2,6R,7,3,3,2,5,198.8598
B,O,2,6R,0,4,0,0,5,206.976
B,I,2,6R,1,1,2,0,5,215.5807
B,Z,2,6R,0,1,1,0,5,223.2502
B,S,2,6R,2,5,2,0,5,230.9208
