Condition,BlockType,FromSeq,LatinBalance,TLeft,TRight,NumRotations,CLine,NCLine,TimeToComplete
C,S,8,8,0,5,0,0,0,7.711727
C,T,8,8,0,0,0,0,0,15.7862
C,S,8,8,1,0,0,0,0,23.87541
C,Z,8,8,5,0,1,0,0,31.97807
C,T,8,8,0,1,2,0,0,39.24418
C,O,8,8,2,3,0,0,0,46.1085
C,J,8,8,3,0,3,0,0,52.97247
C,S,8,8,2,1,0,0,0,58.62439
C,Z,8,8,0,3,0,0,0,65.89212
C,O,8,8,0,3,0,0,0,72.35172
C,S,8,8,2,0,0,0,0,77.59982
C,Z,8,8,0,2,0,0,0,83.25121
C,O,8,8,0,4,0,0,0,88.50124
C,L,8,8,1,0,3,0,0,92.9424
C,S,8,8,0,3,0,0,0,97.78709
C,Z,8,8,1,1,1,0,0,101.8242
C,L,8,8,0,0,3,0,0,105.4576
C,I,8,8,1,2,0,0,0,109.092
C,T,8,8,0,0,2,0,0,111.9174
C,Z,8,8,0,1,2,0,0,115.1478
C,S,8,8,1,0,4,0,0,117.9725
C,L,8,8,1,0,1,0,0,119.5886
C,T,8,8,0,0,2,0,0,121.6075
C,T,8,8,0,0,0,0,0,122.8189
C,S,8,8,0,0,0,0,0,124.0302
C,J,8,8,0,0,0,0,0,132.1178
C,I,1,8,0,2,0,0,0,8.269623
C,T,1,8,2,6,0,0,0,15.94083
C,I,1,8,2,0,0,0,0,24.42494
C,O,1,8,4,0,0,0,0,32.5074
C,S,1,8,0,3,1,1,1,41.40352
C,O,1,8,4,0,0,0,1,49.07478
C,I,1,8,2,0,0,0,1,57.55389
C,T,1,8,0,4,2,0,1,64.41743
C,Z,1,8,1,2,0,0,1,70.87762
C,S,1,8,0,4,1,0,1,77.36419
C,Z,1,8,0,3,4,0,1,83.01693
C,J,1,8,1,0,0,0,1,88.66882
C,I,1,8,4,3,0,0,1,93.91791
C,L,1,8,0,5,2,0,1,98.35861
C,S,1,8,0,2,1,0,1,102.8248
C,T,1,8,0,4,0,0,1,106.8652
C,O,1,8,1,3,0,0,1,110.4983
C,J,1,8,3,1,0,0,1,114.9401
C,J,1,8,0,3,2,0,1,118.5728
C,T,1,8,3,2,0,0,1,122.207
C,S,1,8,0,3,0,0,1,125.0441
C,J,1,8,0,2,0,0,1,127.0648
C,T,1,8,1,1,0,0,1,129.4883
C,Z,1,8,1,0,0,0,1,130.712
C,J,1,8,0,0,0,0,1,131.9219
C,I,1,8,0,0,0,0,1,140.4032
C,L,7,8,0,5,0,0,0,7.922275
C,I,7,8,2,1,0,0,0,16.39954
C,S,7,8,1,0,0,0,0,24.4741
C,I,7,8,0,1,0,0,0,32.56322
C,J,7,8,2,0,2,0,0,40.63802
C,S,7,8,2,0,0,0,0,47.90535
C,Z,7,8,5,0,1,0,0,54.76837
C,O,7,8,0,1,0,0,0,62.03616
C,T,7,8,4,0,1,0,0,67.68827
C,I,7,8,3,2,1,0,0,73.74377
C,S,7,8,3,0,1,0,0,78.9924
C,Z,7,8,2,0,6,0,0,84.64567
C,I,7,8,5,1,1,0,0,89.11378
C,Z,7,8,0,0,3,0,0,93.95815
C,T,7,8,0,4,0,0,0,101.2258
C,S,7,8,0,6,3,1,1,109.7182
C,Z,7,8,0,3,3,0,1,116.1906
C,J,7,8,1,3,3,0,1,122.6517
C,T,7,8,0,1,2,0,1,126.2859
C,I,7,8,0,4,1,0,1,132.3557
C,Z,7,8,0,3,1,0,1,137.6044
C,O,7,8,3,1,0,0,1,142.4491
C,Z,7,8,2,0,1,0,1,145.6794
C,T,7,8,2,1,1,0,1,148.1018
C,L,7,8,0,4,0,0,1,151.3306
C,O,7,8,0,2,0,0,1,154.1577
C,J,7,8,0,1,1,0,1,156.1767
C,L,7,8,2,0,1,0,1,159.0009
C,O,7,8,0,0,0,0,1,161.0214
C,I,7,8,1,0,0,0,1,162.2446
C,T,7,8,1,0,0,0,1,163.4574
C,I,7,8,0,0,0,0,1,164.669
C,Z,7,8,0,0,0,0,1,172.7712
C,I,2,8,0,4,1,0,0,7.462246
C,S,2,8,0,5,2,0,0,15.13351
C,T,2,8,0,2,0,0,0,23.20796
C,J,2,8,4,4,3,0,0,31.28254
C,L,2,8,1,3,3,0,0,37.74258
C,O,2,8,0,2,0,0,0,44.20247
C,T,2,8,0,0,4,0,0,49.45115
C,Z,2,8,2,0,1,0,0,54.69916
C,L,2,8,0,5,1,0,0,60.3632
C,J,2,8,0,1,3,0,0,65.61388
C,L,2,8,0,5,3,0,0,70.08294
C,T,2,8,0,1,0,0,0,74.12023
C,S,2,8,0,1,0,0,0,78.15785
C,O,2,8,0,2,0,0,0,81.78954
C,T,2,8,3,1,0,0,0,89.86585
C,L,2,8,2,2,3,0,0,97.13222
C,Z,2,8,4,1,0,0,0,103.6193
C,I,2,8,0,1,1,0,0,106.4472
C,O,2,8,0,2,0,0,0,107.6582
C,I,2,8,0,1,0,0,0,108.8716
